vacancy_name,company,city,salary_min,salary_max,currency,vacancy_link,site
Разработчик машинного прогноза,ООО ГПМ РТВ,Москва,,,,https://vladivostok.hh.ru/vacancy/50617315?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior Python-разработчик в Цифровые поверхности Салют (Intelligent Search),Сбер. IT,Москва,,,,https://vladivostok.hh.ru/vacancy/51980876?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
"ETL-разработчик, Teradata/Greenplum (Стрим Витрины РБ)","Иннотех, Группа компаний",Москва,,,,https://vladivostok.hh.ru/vacancy/51764185?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Team Lead Data Scientist Департамента машинного обучения и работе с данными,АльфаСтрахование,Москва,,,,https://vladivostok.hh.ru/vacancy/50141582?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Developer C++ (MacOS),Лаборатория Касперского,Москва,,,,https://vladivostok.hh.ru/vacancy/50704486?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
"Data engineer (DWH, ETL)","«Почта России», Офис",Москва,,,,https://vladivostok.hh.ru/vacancy/51853426?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Scientist,Lamoda,Москва,,,,https://vladivostok.hh.ru/vacancy/48090484?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
QA auto (Lead\Senior) Python,АО Открытый Финансовый Маркетплейс,Москва,,,,https://vladivostok.hh.ru/vacancy/51847238?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Junior Software Developer (C++),ABBYY,Москва,,,,https://vladivostok.hh.ru/vacancy/52041233?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик С++,ООО Аренадата Софтвер,Москва,,,,https://vladivostok.hh.ru/vacancy/51588451?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior Python Developer (Remote),Hunt For You,Москва,,,,https://vladivostok.hh.ru/vacancy/51633309?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
QA Engineer (Инженер по тестированию),Arkadium,Москва,,,,https://vladivostok.hh.ru/vacancy/52220597?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior Data Engineer,АО Гринатом,Москва,,,,https://vladivostok.hh.ru/vacancy/51624400?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Lead Data Scientist (NLP),Сбер. Data Science,Москва,,,,https://vladivostok.hh.ru/vacancy/51703912?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Graph Analytics Engineer,Intel Corporation,Москва,,,,https://vladivostok.hh.ru/vacancy/48926799?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior Data Engineer в BI Team,ООО ЭдСервер,Москва,,,,https://vladivostok.hh.ru/vacancy/43269753?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior Data Engineer,СберМегаМаркет,Москва,,,,https://vladivostok.hh.ru/vacancy/51659219?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Machine Learning Developer (ML Remote),"Юнити,ООО",Москва,1000.0,,Usd,https://vladivostok.hh.ru/vacancy/51627972?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Quality Engineer / Data Analyst,Х5 Group,Москва,,,,https://vladivostok.hh.ru/vacancy/51508706?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle Full-stack developer (Python/JS), Альфа-Банк,Москва,,,,https://vladivostok.hh.ru/vacancy/52102752?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
ML Developer,Wisebits,Москва,,,,https://vladivostok.hh.ru/vacancy/50792208?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior Product Analyst / Продуктовый аналитик,FUNCORP,Москва,250000.0,350000.0,Руб,https://vladivostok.hh.ru/vacancy/40375714?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Аналитик Telegram ботов,FIX,Москва,,,,https://vladivostok.hh.ru/vacancy/51640448?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Главный аналитик по геоданным,ПАО Промсвязьбанк,Москва,,,,https://vladivostok.hh.ru/vacancy/51880971?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle/Senior Python Backend Developer / DevOps,Qenetex,Москва,,,,https://vladivostok.hh.ru/vacancy/51640878?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Scala Software Engineer,oneFactor,Москва,,,,https://vladivostok.hh.ru/vacancy/51961644?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
"Программист (Ruby, Ruby on Rails, Python)","АО Точных Приборов, НИИ",Москва,90000.0,,Руб,https://vladivostok.hh.ru/vacancy/51646524?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data scientist (middle),QIWI,Москва,,,,https://vladivostok.hh.ru/vacancy/51619232?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Data Scientist,Юникон Бизнес Солюшнс Акционерное Общество,Москва,,,,https://vladivostok.hh.ru/vacancy/48883994?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Python разработчик junior,amoCRM,Москва,30000.0,60000.0,Руб,https://vladivostok.hh.ru/vacancy/52423785?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Junior Backend Developer (Python),Postuf,Москва,,,,https://vladivostok.hh.ru/vacancy/47348712?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Junior data scientist,Интерфакс,Москва,,,,https://vladivostok.hh.ru/vacancy/50930766?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Младший программист Python (MaxPatrol VM),Positive Technologies,Москва,,,,https://vladivostok.hh.ru/vacancy/52586292?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Стажер Data scientist,Сбер. IT,Москва,,35000.0,Руб,https://vladivostok.hh.ru/vacancy/52118395?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Младший тестировщик (Junior QA),КАЗНАЧЕЙСКИЕ СИСТЕМЫ,Москва,80000.0,,Руб,https://vladivostok.hh.ru/vacancy/52680975?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Junior C++ Developer (Младший С++ разработчик),ДВ технологии,Москва,120000.0,,Руб,https://vladivostok.hh.ru/vacancy/42462084?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Junior python разработчик,RU-CENTER Group,Москва,,,,https://vladivostok.hh.ru/vacancy/52524693?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Бэкэнд-разработчик Python / Django (удалённо),ООО Фэйм Брэндс,Москва,,,,https://vladivostok.hh.ru/vacancy/52043924?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Аналитик данных / Data Analyst,Carely,Москва,,220000.0,Руб,https://vladivostok.hh.ru/vacancy/51768885?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Стажёр по информационной безопасности,Яндекс,Москва,,,,https://vladivostok.hh.ru/vacancy/51288236?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Python разработчик,RU-CENTER Group,Москва,,,,https://vladivostok.hh.ru/vacancy/47862885?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
"Стажер-программист C#, Python",ГКУ города Москвы Центр занятости населения города Москвы,Москва,20000.0,40000.0,Руб,https://vladivostok.hh.ru/vacancy/52418616?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик Python,AISA,Москва,100000.0,200000.0,Руб,https://vladivostok.hh.ru/vacancy/50563570?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Стажер IT,ПАО МГТС,Москва,20000.0,40000.0,Руб,https://vladivostok.hh.ru/vacancy/52334105?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Программист Python,ООО Битроботикс,Москва,113000.0,160000.0,Руб,https://vladivostok.hh.ru/vacancy/50704508?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Младший аналитик Power BI,VK,Москва,,,,https://vladivostok.hh.ru/vacancy/50329575?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик Python,ELARI,Москва,,,,https://vladivostok.hh.ru/vacancy/52075108?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Программист-стажер,ООО Артистраж,Москва,20000.0,40000.0,Руб,https://vladivostok.hh.ru/vacancy/51806915?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Продуктовый аналитик / Product analyst (удаленно),ООО Мастер Деливери,Москва,,,,https://vladivostok.hh.ru/vacancy/52156739?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
DevOps Engineer,inDriver,Москва,,,,https://vladivostok.hh.ru/vacancy/49618935?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Администратор Jira,ООО АЙСОЛВ,Москва,100000.0,200000.0,Руб,https://vladivostok.hh.ru/vacancy/52707271?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Senior С++ Developer,ДВ технологии,Москва,250000.0,,Руб,https://vladivostok.hh.ru/vacancy/41710317?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
DevOps Engineer,Gara.capital,Москва,300000.0,450000.0,Руб,https://vladivostok.hh.ru/vacancy/52275531?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Системный аналитик,ФинГрад,Москва,,,,https://vladivostok.hh.ru/vacancy/52397724?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
С++ developer (self-driving),SberAutoTech,Москва,,,,https://vladivostok.hh.ru/vacancy/52086030?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
DevOps/Site Reliability Engineer (SRE),FunBox,Москва,,,,https://vladivostok.hh.ru/vacancy/51910190?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle/Senior Marketing Analyst,ООО Воннаплэй / WannaPlay,Москва,,,,https://vladivostok.hh.ru/vacancy/52075123?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
DBA специалист (System Infrastructure Department),inDriver,Москва,,,,https://vladivostok.hh.ru/vacancy/52472617?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Devops-инженер,Group-IB,Москва,,,,https://vladivostok.hh.ru/vacancy/51641000?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Программист-разработчик,ООО АйПильсин,Москва,150000.0,,Руб,https://vladivostok.hh.ru/vacancy/49027789?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Преподаватель курсов по Тестированию ПО (QA: ручное и автоматизированное),ООО Академия Шаг,Москва,40000.0,120000.0,Руб,https://vladivostok.hh.ru/vacancy/52454984?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Ведущий BI-аналитик (Tableau),Группа Самолет,Москва,,,,https://vladivostok.hh.ru/vacancy/52469681?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Разработчик С++ / C++ Developer,ООО ВК ИТС,Москва,,,,https://vladivostok.hh.ru/vacancy/51717836?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
DevOps,RYABOV.MARKETING,Москва,200000.0,250000.0,Руб,https://vladivostok.hh.ru/vacancy/51850188?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
DevSecOps Engineer,Droice Labs,Москва,140000.0,,Руб,https://vladivostok.hh.ru/vacancy/51862013?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
"Senior Software Engineer, Database Engineering (Cube Core)",Cube Dev,Москва,6000.0,,Usd,https://vladivostok.hh.ru/vacancy/46377490?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Middle/Senior DevOps,HR Prime,Москва,300000.0,430000.0,Руб,https://vladivostok.hh.ru/vacancy/51878557?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Аналитик данных,Игроник,Москва,,,,https://vladivostok.hh.ru/vacancy/52611953?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python,hh.ru
Старший аудитор (аналитик SQL / Python),Сбербанк России,Новосибирск,,,,https://russia.superjob.ru/vakansii/starshij-auditor-41775100.html,superjob.ru
Разработчик Python,Ботобот,Москва,180000.0,,Руб,https://russia.superjob.ru/vakansii/razrabotchik-python-41696139.html,superjob.ru
Middle Python Developer,буше,Санкт-Петербург,,,,https://russia.superjob.ru/vakansii/middle-python-developer-41657041.html,superjob.ru
Разработчик Python,1ceo,Санкт-Петербург,100000.0,120000.0,Руб,https://russia.superjob.ru/vakansii/razrabotchik-python-41681394.html,superjob.ru
Разработчик Python Middle,TopHunter,Казань,130000.0,,Руб,https://russia.superjob.ru/vakansii/razrabotchik-python-middle-41664563.html,superjob.ru
Middle Python web-developer,Exceed Team,Краснодар,80000.0,120000.0,Руб,https://russia.superjob.ru/vakansii/middle-python-web-developer-41544724.html,superjob.ru
Middle Python Developer,ДМ Базис,Москва,,,,https://russia.superjob.ru/vakansii/middle-python-developer-41760953.html,superjob.ru
Senior Python Backend Developer / Web-разработчик,Perfect Systems,Москва,230000.0,,Руб,https://russia.superjob.ru/vakansii/senior-python-backend-developer-40866744.html,superjob.ru
Разработчик Junior Developer C# Python,Хлопкин,Симферополь,,50000.0,Руб,https://russia.superjob.ru/vakansii/razrabotchik-junior-developer-c-41748194.html,superjob.ru
Python developer,Крайт,Москва,330000.0,370000.0,Руб,https://russia.superjob.ru/vakansii/python-developer-41522084.html,superjob.ru
Программист Python,БО-ЭНЕРГО,Москва,120000.0,150000.0,Руб,https://russia.superjob.ru/vakansii/programmist-python-41737882.html,superjob.ru
Middle Python-разработчика,«Центр изучения и сетевого мониторинга молодежной среды»,Москва,,,,https://russia.superjob.ru/vakansii/middle-python-razrabotchika-41737450.html,superjob.ru
Разработчик (Python/C++),УГМК,Екатеринбург,,,,https://russia.superjob.ru/vakansii/razrabotchik-41625868.html,superjob.ru
Python-разработчик,R&B AFLA Group,Хабаровск,50000.0,,Руб,https://russia.superjob.ru/vakansii/python-razrabotchik-41728471.html,superjob.ru
Python-разработчик (Middle),БАНК УРАЛСИБ,Москва,,,,https://russia.superjob.ru/vakansii/python-razrabotchik-41719454.html,superjob.ru
Программист Python,Аспекта,Москва,50000.0,60000.0,Руб,https://russia.superjob.ru/vakansii/programmist-python-41314523.html,superjob.ru
Python developer,Brightlab,Ростов-на-Дону,,,,https://russia.superjob.ru/vakansii/python-developer-41595035.html,superjob.ru
Middle Python developer,Курсус,Санкт-Петербург,,,,https://russia.superjob.ru/vakansii/middle-python-developer-41708825.html,superjob.ru
Backend-разработчик Python,Турчанинов,Тула,40000.0,,Руб,https://russia.superjob.ru/vakansii/backend-razrabotchik-python-41299979.html,superjob.ru
Педагог на направление Python,"МБУ ДО ""Центр детского (юношеского) технического твочрства ""Меридиан""",Новокузнецк,20000.0,,Руб,https://russia.superjob.ru/vakansii/pedagog-na-napravlenie-python-39392118.html,superjob.ru
Инженер-программист Python,1ceo,Сестрорецк,120000.0,,Руб,https://russia.superjob.ru/vakansii/inzhener-programmist-python-41666318.html,superjob.ru
Python developer middle / Senior,Крайт,Москва,330000.0,370000.0,Руб,https://russia.superjob.ru/vakansii/python-developer-middle-41521957.html,superjob.ru
Ведущий разработчик Python,ЦИСМ,Москва,,,,https://russia.superjob.ru/vakansii/veduschij-razrabotchik-python-41737379.html,superjob.ru
Специалист службы поддержки с техническими знаниями (Яндекс ID),Яндекс,Зеленодольск(РеспубликаТатарстан),15000.0,,Руб,https://russia.superjob.ru/vakansii/specialist-sluzhby-podderzhki-s-tehnicheskimi-znaniyami-39689105.html,superjob.ru
Support System Administrator,SIM-Networks,Санкт-Петербург,,,,https://russia.superjob.ru/vakansii/support-system-administrator-41424783.html,superjob.ru
Team Lead / Руководитель группы разработки,Смартер,Краснодар,,180000.0,Руб,https://russia.superjob.ru/vakansii/team-lead-40533610.html,superjob.ru
Аналитик данных,Сбербанк России,Москва,,,,https://russia.superjob.ru/vakansii/analitik-dannyh-39324713.html,superjob.ru
Специалист технической поддержки,Кухонный Двор,Люберцы,70000.0,,Руб,https://russia.superjob.ru/vakansii/specialist-tehnicheskoj-podderzhki-39201863.html,superjob.ru
Сетевой инженер,Управление связи,Ижевск,,,,https://russia.superjob.ru/vakansii/setevoj-inzhener-41826918.html,superjob.ru
Хемоинформатик,"ФГБУ ""НИЦЭМ им. Н. Ф. Гамалеи"" Минздрава России",Москва,,,,https://russia.superjob.ru/vakansii/hemoinformatik-41550417.html,superjob.ru
Аналитик BI,Кадровое агентство уникальных специалистов,Санкт-Петербург,,,,https://russia.superjob.ru/vakansii/analitik-bi-40803669.html,superjob.ru
Data Аналитик,ЕВРАЗ,Санкт-Петербург,,,,https://russia.superjob.ru/vakansii/data-analitik-41424535.html,superjob.ru
Программист С++,Смартико,Москва,170000.0,200000.0,Руб,https://russia.superjob.ru/vakansii/programmist-s-40930970.html,superjob.ru
BI-разработчик / Бизнес-аналитик,"ГК ""Сладкая Сказка""",Москва,,,,https://russia.superjob.ru/vakansii/bi-razrabotchik-41476581.html,superjob.ru
Инженер IT-отдела,Тотал,Москва,150000.0,,Руб,https://russia.superjob.ru/vakansii/inzhener-it-otdela-41569858.html,superjob.ru
Специалист по IT,Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г. Москве,Волгоград,25000.0,,Руб,https://russia.superjob.ru/vakansii/specialist-po-it-40718018.html,superjob.ru
Инженер в производственный отдел,Российские железные дороги,Екатеринбург,,37300.0,Руб,https://russia.superjob.ru/vakansii/inzhener-v-proizvodstvennyj-otdel-41716666.html,superjob.ru
Ведущий разработчик Java,Кадровое агентство Инны Стасилович,Москва,,,,https://russia.superjob.ru/vakansii/veduschij-razrabotchik-java-41780942.html,superjob.ru
Разработчик искусственного интеллекта (нейросеть),Visce,Москва,,,,https://russia.superjob.ru/vakansii/razrabotchik-iskusstvennogo-intellekta-41583767.html,superjob.ru
Аналитик данных,Implement,Москва,,,,https://russia.superjob.ru/vakansii/analitik-dannyh-41826893.html,superjob.ru
Infrastructure System Administrator,SIM-Networks,Челябинск,,,,https://russia.superjob.ru/vakansii/infrastructure-system-administrator-41424576.html,superjob.ru
Специалист службы поддержки (с техническими знаниями),Яндекс,Новокуйбышевск,15000.0,,Руб,https://russia.superjob.ru/vakansii/specialist-sluzhby-podderzhki-37985820.html,superjob.ru
Java разработчик,Сбербанк России,Санкт-Петербург,,,,https://russia.superjob.ru/vakansii/java-razrabotchik-38975282.html,superjob.ru
Системный администратор,Тотал,Москва,150000.0,,Руб,https://russia.superjob.ru/vakansii/sistemnyj-administrator-41568986.html,superjob.ru
Инженер по IP телефонии,Смартер,Самара,,80000.0,Руб,https://russia.superjob.ru/vakansii/inzhener-po-ip-telefonii-41355427.html,superjob.ru
Ведущий программист,Российские железные дороги,Екатеринбург,,52000.0,Руб,https://russia.superjob.ru/vakansii/veduschij-programmist-41728199.html,superjob.ru
Системный аналитик,Кадровое агентство Инны Стасилович,Москва,,,,https://russia.superjob.ru/vakansii/sistemnyj-analitik-41780940.html,superjob.ru
Specialist DevOps,ALP GROUP,Санкт-Петербург,,280000.0,Руб,https://russia.superjob.ru/vakansii/specialist-devops-40719996.html,superjob.ru
Инженер технической поддержки (со знанием Linux),ЛАЙФСТРИМ,Владивосток,,60000.0,Руб,https://russia.superjob.ru/vakansii/inzhener-tehnicheskoj-podderzhki-41579802.html,superjob.ru
Помощник DevOps Engineer,ИНТЕЛЕКТИКО,Москва,55000.0,,Руб,https://russia.superjob.ru/vakansii/pomoschnik-devops-engineer-41578643.html,superjob.ru
Специалист сектора мониторинга,Центр информационных технологий,Сыктывкар,,,,https://russia.superjob.ru/vakansii/specialist-sektora-monitoringa-41419610.html,superjob.ru
Аналитик,"РЕСО-Гарантия, САО",Москва,60000.0,,Руб,https://russia.superjob.ru/vakansii/analitik-40530706.html,superjob.ru
Руководитель IT-разработки,Global Personal,Санкт-Петербург,180000.0,220000.0,Руб,https://russia.superjob.ru/vakansii/rukovoditel-it-razrabotki-41679692.html,superjob.ru
"Главный специалист отдела мониторинга информационных и коммуникационных ресурсов, аналитик","СПб ГКУ ""Городской мониторинговый центр""",Санкт-Петербург,45000.0,,Руб,https://russia.superjob.ru/vakansii/glavnyj-specialist-otdela-monitoringa-informacionnyh-i-kommunikacionnyh-resursov-41419036.html,superjob.ru
Инженер (программирование),ФГУП ВНИИФТРИ,Менделеево,40000.0,,Руб,https://russia.superjob.ru/vakansii/inzhener-36104139.html,superjob.ru
Главный специалист отдела системы оплаты проезда,СПБ ГКУ Организатор перевозок,Санкт-Петербург,40000.0,45000.0,Руб,https://russia.superjob.ru/vakansii/glavnyj-specialist-otdela-sistemy-oplaty-proezda-41418185.html,superjob.ru
Senior NodeJS Developer,Involta,Иваново,,,,https://russia.superjob.ru/vakansii/senior-nodejs-developer-41676981.html,superjob.ru
Доцент / Профессор,Тюменский индустриальный университет,Тюмень,,,,https://russia.superjob.ru/vakansii/docent-34389482.html,superjob.ru
QA Automation Engineer,Алекс Персонал,Москва,,140000.0,Руб,https://russia.superjob.ru/vakansii/qa-automation-engineer-40874246.html,superjob.ru
Информационный аналитик,ГУМВД России по Красноярскому краю,Красноярск,50000.0,,Руб,https://russia.superjob.ru/vakansii/informacionnyj-analitik-41788247.html,superjob.ru
Администратор баз данных,Сбербанк России,Москва,,,,https://russia.superjob.ru/vakansii/administrator-baz-dannyh-39034502.html,superjob.ru
Программист (роботизации),ОАО «Российские железные дороги»,Екатеринбург,,54000.0,Руб,https://russia.superjob.ru/vakansii/programmist-41564874.html,superjob.ru
Руководитель группы защиты информации SIEM,Кадровое агентство Инны Стасилович,Москва,,,,https://russia.superjob.ru/vakansii/rukovoditel-gruppy-zaschity-informacii-siem-41780938.html,superjob.ru
Техник,ФГУП ВНИИФТРИ,Менделеево,35000.0,,Руб,https://russia.superjob.ru/vakansii/tehnik-37710157.html,superjob.ru
Программист,Лучников,Москва,2000.0,,Руб,https://russia.superjob.ru/vakansii/programmist-41764710.html,superjob.ru
Data engineer / Инженер по данным,Билайн,Москва,,,,https://russia.superjob.ru/vakansii/data-engineer-41788517.html,superjob.ru
Инженер-программист,"Иркутский авиационный завод - филиал ПАО ""Корпорация ""Иркут""",Иркутск,35000.0,,Руб,https://russia.superjob.ru/vakansii/inzhener-programmist-38852674.html,superjob.ru
Руководитель группы автоматизации,"МОТИВ, телекоммуникационная группа",Екатеринбург,,,,https://russia.superjob.ru/vakansii/rukovoditel-gruppy-avtomatizacii-41781306.html,superjob.ru
Data science инженер,Сима-ленд,Екатеринбург,200000.0,250000.0,Руб,https://russia.superjob.ru/vakansii/data-science-inzhener-41670583.html,superjob.ru
Системный администратор,ГБОУ ТГМУ Минздрава России,Владивосток,58000.0,,Руб,https://russia.superjob.ru/vakansii/sistemnyj-administrator-37493087.html,superjob.ru
"Ведущий инженер-электроник, схемотехник, программист микроконтроллеров (ПЛИС)","НПП ""САИТ""",Москва,160000.0,230000.0,Руб,https://russia.superjob.ru/vakansii/veduschij-inzhener-elektronik-41391718.html,superjob.ru
Инженер-программист АСУТП,ГК БИТ,Уфа,,,,https://russia.superjob.ru/vakansii/inzhener-programmist-asutp-33562576.html,superjob.ru
Rust Developer,IT Solutions Management International,Москва,170000.0,,Руб,https://russia.superjob.ru/vakansii/rust-developer-41563874.html,superjob.ru
Junior Java Developer,Exceed Team,Новочеркасск,30000.0,,Руб,https://russia.superjob.ru/vakansii/junior-java-developer-41774441.html,superjob.ru
Системный администратор,Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г. Москве,Волгоград,,35000.0,Руб,https://russia.superjob.ru/vakansii/sistemnyj-administrator-39969772.html,superjob.ru
Программист/разработчик Битрикс24,Автодор-Платные Дороги,Санкт-Петербург,154000.0,184800.0,Руб,https://russia.superjob.ru/vakansii/programmist-41773417.html,superjob.ru
Системный администратор,Интер РАО Управление сервисами,Омск,,62292.0,Руб,https://russia.superjob.ru/vakansii/sistemnyj-administrator-40509909.html,superjob.ru
Преподаватель программирования (удаленно),Онлайн-школа,Москва,,80000.0,Руб,https://russia.superjob.ru/vakansii/prepodavatel-programmirovaniya-41558038.html,superjob.ru
Backend Engineer / Data Engineer / Vision ML Engineer,Longevity InTime,Москва,150000.0,175000.0,Руб,https://russia.superjob.ru/vakansii/backend-engineer-41396704.html,superjob.ru
Программист,РОСРЕЕСТР Управление Росреестра по Москве,Москва,60000.0,,Руб,https://russia.superjob.ru/vakansii/programmist-36989456.html,superjob.ru
QA Automation engineer,"МОТИВ, телекоммуникационная группа",Екатеринбург,,,,https://russia.superjob.ru/vakansii/qa-automation-engineer-41781314.html,superjob.ru
Junior Frontend web-developer,Exceed Team,Новочеркасск,25000.0,,Руб,https://russia.superjob.ru/vakansii/junior-frontend-web-developer-41774689.html,superjob.ru
Системный администратор,ЭКО центр,Москва,80000.0,,Руб,https://russia.superjob.ru/vakansii/sistemnyj-administrator-38671598.html,superjob.ru
Тестировщик ПО,Смартико,Москва,90000.0,105000.0,Руб,https://russia.superjob.ru/vakansii/testirovschik-po-41392249.html,superjob.ru
Программист-разработчик,,Волгоград,50000.0,,Руб,https://russia.superjob.ru/vakansii/programmist-razrabotchik-32041070.html,superjob.ru
Программист в проектный отдел,Телескрипт,Калуга,45000.0,,Руб,https://russia.superjob.ru/vakansii/programmist-v-proektnyj-otdel-41390777.html,superjob.ru
"Инженер, научный сотрудник (электрохимия)",Всероссийский научно-исследовательский институт авиационных материалов,Москва,60000.0,,Руб,https://russia.superjob.ru/vakansii/inzhener-39067000.html,superjob.ru
Инженер-схемотехник,ФГУП ВНИИФТРИ,Менделеево,60000.0,,Руб,https://russia.superjob.ru/vakansii/inzhener-shemotehnik-38000105.html,superjob.ru
Специалист информационной безопасности,Консультант Коми,Сыктывкар,,,,https://russia.superjob.ru/vakansii/specialist-informacionnoj-bezopasnosti-40859966.html,superjob.ru
Системный инженер,СтандартПроект,Москва,,,,https://russia.superjob.ru/vakansii/sistemnyj-inzhener-41657046.html,superjob.ru
Backend developer,Аналитикс Групп,Пермь,30000.0,,Руб,https://russia.superjob.ru/vakansii/backend-developer-41646771.html,superjob.ru
Преподаватель компьютерных курсов,Английская школа,Санкт-Петербург,52000.0,,Руб,https://russia.superjob.ru/vakansii/prepodavatel-kompyuternyh-kursov-41647009.html,superjob.ru
"Преподаватель программирования, веб-разработки","Государственное автономное профессиональное образовательное учреждение "" Волгоградский социально-педагогический колледж"" (ГАПОУ ""ВСПК"")",Волгоград,,,,https://russia.superjob.ru/vakansii/prepodavatel-programmirovaniya-38561557.html,superjob.ru
Программист C# (middle),ОКБ САПР,Москва,,,,https://russia.superjob.ru/vakansii/programmist-c-41526763.html,superjob.ru
Ведущий инженер-программист,"""Концерн ""Автоматика""",Санкт-Петербург,90000.0,,Руб,https://russia.superjob.ru/vakansii/veduschij-inzhener-programmist-41634708.html,superjob.ru
